worker_id,name,contractor_id,date,check_in,check_out,shift_type,is_late,absences_30d,attendance_rate,overtime_hours,total_hours_worked,worker_category
1054,Amit Rao,102,2023-09-15,,,,0,2,0.81,0.0,0.0,Irregular
1080,Amit Reddy,103,2023-10-14,07:13,18:52,Full,0,0,0.96,0.0,11.65,Regular
1123,Rajesh Joshi,102,2023-11-01,07:53,18:04,Full,0,2,0.88,0.0,10.18,Irregular
1058,Vikram Patel,101,2023-03-31,14:20,22:20,Evening,0,0,0.99,0.0,8.0,Regular
1067,Sneha Rao,105,2023-06-09,05:03,13:27,Morning,0,0,0.97,0.0,8.4,Regular
1004,Neha Reddy,101,2023-03-15,,,,0,2,0.81,0.0,0.0,Irregular
1035,Deepak Nair,105,2023-02-28,05:18,17:24,Full,0,0,0.96,0.0,12.1,Regular
1122,Deepak Gupta,102,2023-09-27,07:22,17:40,Full,0,0,0.98,0.0,10.3,Regular
1026,Sneha Patel,101,2023-10-21,07:54,18:02,Full,0,0,0.96,0.0,10.13,Regular
1147,Vikram Rao,101,2023-05-22,,,,0,0,0.83,0.0,0.0,Irregular
1140,Sneha Reddy,103,2023-06-10,,,,0,1,0.81,0.0,0.0,Irregular
1031,Neha Joshi,101,2023-12-19,06:40,17:12,Full,0,0,0.97,0.0,10.53,Regular
1087,Rohan Nair,105,2023-08-14,07:59,17:23,Full,0,0,0.98,1.0,9.4,Regular
1030,Arjun Sharma,104,2023-11-08,,,,0,0,0.57,0.0,0.0,High_Risk
1125,Deepak Rao,104,2023-05-01,15:00,23:38,Evening,0,0,0.98,0.0,8.63,Regular
1033,Amit Gupta,104,2023-06-22,07:17,13:30,Morning,0,0,0.96,0.0,6.22,Regular
1073,Rajesh Reddy,103,2023-08-07,15:49,23:02,Evening,0,0,0.96,0.5,7.22,Regular
1141,Vikram Nair,102,2023-05-08,06:10,17:31,Full,0,0,0.95,0.0,11.35,Regular
1128,Priya Nair,104,2023-01-09,07:45,18:41,Full,0,0,0.76,0.5,10.93,Irregular
1124,Priya Gupta,101,2023-12-16,06:25,13:35,Morning,0,0,0.98,1.0,7.17,Regular
1121,Priya Sharma,101,2023-01-04,06:34,17:31,Full,0,0,0.96,0.0,10.95,Regular
1125,Neha Reddy,104,2023-11-24,06:33,17:51,Full,0,0,0.96,0.0,11.3,Regular
1010,Rohan Sharma,104,2023-05-05,05:47,17:20,Full,0,0,0.98,0.5,11.55,Regular
1027,Arjun Singh,101,2023-10-28,07:32,17:11,Full,0,0,0.99,0.0,9.65,Regular
1080,Deepak Reddy,102,2023-11-17,,,,0,7,0.4,0.0,0.0,High_Risk
1025,Vikram Kumar,102,2023-06-17,07:32,17:17,Full,0,0,0.99,1.0,9.75,Regular
1080,Arjun Kumar,101,2023-08-23,06:21,17:15,Full,0,0,0.97,0.0,10.9,Regular
1145,Arjun Nair,105,2023-12-11,05:02,17:32,Full,0,1,0.47,0.0,12.5,High_Risk
1137,Vikram Patel,101,2023-01-30,14:55,23:45,Evening,0,0,0.98,2.0,8.83,Regular
1023,Arjun Singh,102,2023-02-23,,,,0,0,0.82,0.0,0.0,Irregular
1098,Vikram Patel,105,2023-09-13,05:08,13:01,Morning,0,0,0.95,0.5,7.88,Regular
1123,Rajesh Verma,103,2023-02-28,,,,0,0,0.88,0.0,0.0,Irregular
1125,Priya Verma,101,2023-01-07,,,,0,2,0.91,0.0,0.0,Irregular
1081,Amit Sharma,101,2023-07-27,,,,0,1,0.92,0.0,0.0,Irregular
1077,Rajesh Gupta,105,2023-02-16,15:35,23:09,Evening,0,0,1.0,0.5,7.57,Regular
1077,Sneha Sharma,101,2023-05-11,14:39,22:28,Evening,0,0,0.96,0.0,7.82,Regular
1060,Sneha Reddy,101,2023-08-08,07:14,12:40,Morning,0,0,0.99,0.0,5.43,Regular
1084,Pooja Kumar,105,2023-03-20,,,,0,7,0.41,0.0,0.0,High_Risk
1083,Priya Kumar,104,2023-04-05,06:54,13:45,Morning,0,0,0.95,0.0,6.85,Regular
1023,Neha Patel,103,2024-01-01,,,,0,2,0.86,0.0,0.0,Irregular
1019,Amit Nair,101,2023-01-23,06:47,17:10,Full,0,0,0.97,0.5,10.38,Regular
1008,Pooja Nair,104,2023-05-17,,,,0,5,0.51,0.0,0.0,High_Risk
1090,Arjun Singh,103,2023-03-13,05:55,18:30,Full,0,1,0.87,0.0,12.58,Irregular
1025,Neha Patel,104,2023-03-07,,,,0,0,0.84,0.0,0.0,Irregular
1038,Neha Singh,101,2023-06-23,06:17,18:15,Full,0,0,0.95,0.0,11.97,Regular
1119,Rajesh Patel,103,2023-02-27,,,,0,1,0.81,0.0,0.0,Irregular
1055,Arjun Rao,103,2023-10-30,15:00,22:47,Evening,0,0,0.96,1.5,7.78,Regular
1101,Sneha Singh,103,2023-05-18,05:43,13:46,Morning,0,0,0.97,1.5,8.05,Regular
1046,Priya Reddy,105,2023-09-14,05:03,13:02,Morning,0,0,0.96,1.5,7.98,Regular
1028,Pooja Nair,101,2023-09-11,05:40,18:12,Full,0,0,0.97,0.0,12.53,Regular
1092,Rajesh Nair,104,2023-02-13,,,,0,8,0.48,0.0,0.0,High_Risk
1115,Pooja Patel,104,2023-08-05,15:01,22:38,Evening,0,0,0.98,1.5,7.62,Regular
1018,Amit Gupta,101,2023-03-13,15:11,22:10,Evening,0,0,0.98,0.0,6.98,Regular
1025,Arjun Kumar,104,2023-06-15,07:36,18:16,Full,0,0,0.97,0.0,10.67,Regular
1035,Pooja Verma,102,2023-02-13,07:53,18:17,Full,0,0,0.81,0.0,10.4,Irregular
1135,Deepak Rao,104,2023-08-23,14:12,23:40,Evening,0,0,0.97,1.0,9.47,Regular
1080,Arjun Sharma,102,2023-07-04,06:49,18:03,Full,0,0,0.95,0.0,11.23,Regular
1008,Priya Nair,103,2023-10-23,,,,0,1,0.92,0.0,0.0,Irregular
1114,Vikram Singh,104,2023-09-01,06:16,18:27,Full,0,0,0.97,0.0,12.18,Regular
1144,Rohan Nair,103,2023-04-11,,,,0,0,0.5,0.0,0.0,High_Risk
1116,Rohan Nair,105,2023-10-11,07:20,18:34,Full,0,0,0.96,0.0,11.23,Regular
1055,Rohan Kumar,105,2023-07-12,,,,0,0,0.96,0.0,0.0,Regular
1092,Arjun Reddy,103,2023-05-19,05:48,13:08,Morning,0,2,0.84,0.0,7.33,Irregular
1093,Rajesh Joshi,104,2023-11-23,07:50,12:35,Morning,0,0,0.96,0.0,4.75,Regular
1111,Vikram Gupta,101,2023-12-22,15:14,23:32,Evening,0,0,0.98,0.0,8.3,Regular
1029,Rajesh Verma,105,2023-10-07,05:40,17:16,Full,0,0,0.96,0.0,11.6,Regular
1055,Priya Verma,103,2023-06-13,07:55,13:02,Morning,0,0,1.0,1.0,5.12,Regular
1095,Deepak Singh,104,2023-06-20,05:23,18:38,Full,0,4,0.41,0.0,13.25,High_Risk
1029,Pooja Verma,102,2023-10-20,,,,0,2,0.45,0.0,0.0,High_Risk
1003,Amit Kumar,103,2023-09-20,05:40,18:12,Full,0,0,0.96,0.5,12.53,Regular
1091,Vikram Nair,103,2023-11-16,07:53,18:28,Full,0,0,0.98,0.0,10.58,Regular
1149,Vikram Sharma,104,2023-06-27,07:03,12:56,Morning,0,0,0.89,0.5,5.88,Irregular
1106,Sneha Reddy,103,2023-06-03,15:47,23:44,Evening,0,0,0.98,0.0,7.95,Regular
1130,Amit Sharma,101,2023-08-29,,,,0,2,0.85,0.0,0.0,Irregular
1128,Priya Reddy,102,2023-05-18,,,,0,1,0.85,0.0,0.0,Irregular
1131,Rajesh Gupta,104,2023-12-27,14:19,22:07,Evening,0,0,0.95,1.0,7.8,Regular
1108,Deepak Kumar,102,2023-09-06,06:02,18:23,Full,0,0,0.97,1.0,12.35,Regular
1012,Deepak Kumar,101,2023-09-07,05:36,17:30,Full,0,0,0.99,0.0,11.9,Regular
1123,Vikram Gupta,101,2023-02-27,,,,0,0,0.98,0.0,0.0,Regular
1077,Rohan Joshi,104,2023-11-22,06:27,17:22,Full,0,0,0.97,0.0,10.92,Regular
1021,Rohan Reddy,105,2023-03-07,14:19,23:22,Evening,0,0,0.97,0.0,9.05,Regular
1026,Neha Kumar,102,2023-03-28,15:14,23:14,Evening,0,0,0.81,1.5,8.0,Irregular
1017,Deepak Gupta,104,2023-10-19,14:32,22:30,Evening,0,0,0.96,1.0,7.97,Regular
1150,Vikram Kumar,105,2023-09-11,05:02,13:09,Morning,0,0,0.97,0.0,8.12,Regular
1065,Vikram Gupta,104,2023-09-07,,,,0,0,0.76,0.0,0.0,Irregular
1068,Priya Verma,104,2023-04-25,06:52,13:13,Morning,0,1,0.94,0.0,6.35,Irregular
1110,Arjun Joshi,104,2023-06-16,06:24,18:17,Full,0,0,0.98,2.0,11.88,Regular
1039,Sneha Joshi,101,2023-05-03,07:33,17:11,Full,0,0,1.0,0.0,9.63,Regular
1086,Vikram Sharma,105,2023-09-11,,,,0,0,0.98,0.0,0.0,Regular
1138,Sneha Reddy,102,2023-03-02,14:04,23:05,Evening,0,0,1.0,0.0,9.02,Regular
1063,Vikram Nair,101,2023-05-12,07:51,17:09,Full,0,0,0.96,1.0,9.3,Regular
1110,Neha Singh,103,2023-08-14,,,,0,0,0.5,0.0,0.0,High_Risk
1103,Arjun Singh,103,2023-12-15,06:25,18:18,Full,0,0,0.98,0.0,11.88,Regular
1134,Arjun Rao,101,2023-02-20,07:54,13:56,Morning,0,0,0.96,0.0,6.03,Regular
1138,Amit Nair,104,2023-03-13,15:09,22:59,Evening,0,0,0.98,0.0,7.83,Regular
1118,Neha Verma,105,2023-08-04,07:34,17:17,Full,0,0,0.97,0.0,9.72,Regular
1090,Priya Singh,101,2023-11-15,07:55,18:36,Full,0,0,0.99,1.0,10.68,Regular
1048,Vikram Gupta,104,2023-07-31,06:57,12:53,Morning,0,0,0.96,0.0,5.93,Regular
1015,Neha Reddy,101,2023-01-25,06:58,13:51,Morning,0,0,0.97,0.0,6.88,Regular
1121,Pooja Joshi,105,2023-09-11,06:04,13:03,Morning,0,0,0.95,0.0,6.98,Regular
1114,Amit Reddy,102,2023-02-23,14:36,22:34,Evening,0,0,1.0,0.5,7.97,Regular
1018,Vikram Reddy,102,2023-06-03,07:56,13:52,Morning,0,2,0.85,0.0,5.93,Irregular
1140,Rajesh Verma,104,2023-03-15,15:40,22:51,Evening,0,0,0.96,0.0,7.18,Regular
1029,Pooja Joshi,102,2023-12-22,,,,0,2,0.41,0.0,0.0,High_Risk
1017,Neha Kumar,101,2023-09-22,06:49,17:10,Full,0,0,0.75,0.0,10.35,Irregular
1013,Priya Joshi,104,2023-01-20,05:36,12:59,Morning,0,0,0.98,1.0,7.38,Regular
1054,Vikram Nair,102,2023-10-28,06:46,12:11,Morning,0,0,0.99,0.0,5.42,Regular
1019,Amit Kumar,103,2023-06-19,,,,0,0,0.98,0.0,0.0,Regular
1058,Amit Rao,102,2023-09-09,07:57,18:26,Full,0,8,0.54,0.0,10.48,High_Risk
1072,Sneha Kumar,101,2023-04-04,05:35,18:38,Full,0,0,0.96,0.0,13.05,Regular
1069,Amit Singh,105,2023-06-27,07:16,13:20,Morning,0,0,0.99,0.5,6.07,Regular
1117,Deepak Verma,101,2023-02-16,,,,0,2,0.77,0.0,0.0,Irregular
1053,Vikram Joshi,103,2023-03-15,06:18,12:40,Morning,0,1,0.86,0.0,6.37,Irregular
1024,Pooja Kumar,101,2023-03-21,15:27,23:40,Evening,0,0,0.98,0.5,8.22,Regular
1065,Pooja Sharma,105,2023-10-13,15:29,23:41,Evening,0,0,0.98,0.0,8.2,Regular
1072,Sneha Verma,103,2023-02-14,05:29,12:27,Morning,0,0,0.99,0.0,6.97,Regular
1077,Vikram Reddy,101,2023-08-26,07:18,13:50,Morning,0,0,0.99,0.5,6.53,Regular
1102,Priya Rao,103,2023-10-31,,,,0,0,0.97,0.0,0.0,Regular
1119,Amit Nair,105,2023-01-14,07:36,12:17,Morning,0,1,0.85,0.0,4.68,Irregular
1044,Vikram Joshi,103,2023-11-13,,,,0,0,0.99,0.0,0.0,Regular
1008,Vikram Gupta,103,2023-05-11,15:31,23:46,Evening,0,1,0.81,0.0,8.25,Irregular
1051,Deepak Singh,103,2023-06-09,,,,0,5,0.52,0.0,0.0,High_Risk
1008,Rajesh Sharma,101,2023-01-28,15:26,23:46,Evening,0,4,0.41,0.0,8.33,High_Risk
1092,Sneha Nair,101,2023-02-13,15:47,23:00,Evening,0,0,0.98,0.5,7.22,Regular
1088,Arjun Nair,101,2023-02-24,,,,0,2,0.88,0.0,0.0,Irregular
1088,Priya Gupta,101,2023-08-03,06:54,18:58,Full,0,0,0.96,2.0,12.07,Regular
1127,Neha Reddy,103,2023-04-25,06:15,13:19,Morning,0,2,0.89,0.0,7.07,Irregular
1022,Deepak Rao,101,2023-10-30,15:08,23:14,Evening,0,2,0.9,0.0,8.1,Irregular
1071,Neha Reddy,105,2023-03-17,05:39,17:28,Full,0,0,0.96,1.0,11.82,Regular
1068,Deepak Singh,105,2023-09-16,15:15,23:53,Evening,0,0,0.99,0.0,8.63,Regular
1017,Amit Singh,105,2023-05-05,07:55,17:41,Full,0,0,0.96,0.0,9.77,Regular
1125,Sneha Sharma,101,2023-04-10,07:11,18:54,Full,0,0,0.97,0.0,11.72,Regular
1026,Sneha Singh,102,2023-01-04,05:38,17:52,Full,0,0,0.97,0.0,12.23,Regular
1037,Vikram Verma,101,2023-04-03,06:11,17:23,Full,0,0,0.96,1.0,11.2,Regular
1088,Priya Nair,103,2023-10-19,06:22,18:28,Full,0,0,1.0,0.0,12.1,Regular
1107,Rohan Gupta,101,2023-01-14,,,,0,0,0.98,0.0,0.0,Regular
1063,Neha Sharma,104,2023-04-03,,,,0,2,0.94,0.0,0.0,Irregular
1057,Amit Verma,104,2023-05-15,14:10,22:40,Evening,0,0,0.97,2.0,8.5,Regular
1132,Rohan Patel,102,2023-08-30,06:43,17:08,Full,0,0,0.96,0.0,10.42,Regular
1083,Priya Patel,103,2023-09-13,07:22,18:40,Full,0,2,0.57,0.5,11.3,High_Risk
1003,Amit Patel,104,2023-02-14,,,,0,2,0.94,0.0,0.0,Irregular
1009,Sneha Kumar,101,2023-10-09,06:09,18:43,Full,0,0,0.98,0.0,12.57,Regular
1123,Vikram Nair,101,2023-11-27,14:52,22:01,Evening,0,0,0.96,0.0,7.15,Regular
1072,Pooja Verma,104,2023-01-30,05:59,12:27,Morning,0,2,0.88,0.0,6.47,Irregular
1060,Sneha Nair,102,2023-03-30,,,,0,2,0.84,0.0,0.0,Irregular
1111,Amit Rao,102,2023-06-15,07:02,12:09,Morning,0,0,0.99,0.0,5.12,Regular
1090,Priya Singh,103,2023-08-12,05:48,13:55,Morning,0,0,0.95,0.0,8.12,Regular
1060,Neha Joshi,102,2023-02-13,06:33,13:24,Morning,0,0,0.98,0.0,6.85,Regular
1119,Sneha Nair,102,2023-04-19,07:58,17:51,Full,0,0,1.0,1.5,9.88,Regular
1029,Arjun Joshi,102,2023-01-28,14:01,22:06,Evening,0,2,0.78,0.0,8.08,Irregular
1081,Pooja Singh,104,2023-03-28,07:47,17:16,Full,0,0,0.98,0.0,9.48,Regular
1004,Amit Verma,105,2023-12-19,06:58,18:09,Full,0,1,0.94,0.0,11.18,Irregular
1076,Priya Reddy,103,2023-08-21,14:32,23:43,Evening,0,0,0.99,0.0,9.18,Regular
1079,Sneha Nair,103,2023-08-14,05:34,18:18,Full,0,0,0.76,1.0,12.73,Irregular
1112,Vikram Sharma,101,2023-12-11,,,,0,2,0.9,0.0,0.0,Irregular
1030,Rohan Rao,104,2023-11-03,06:59,12:12,Morning,0,1,0.8,0.0,5.22,Irregular
1020,Amit Sharma,101,2023-10-11,,,,0,7,0.49,0.0,0.0,High_Risk
1111,Arjun Nair,104,2023-10-30,07:11,13:56,Morning,0,0,0.96,0.0,6.75,Regular
1067,Rajesh Singh,101,2023-01-02,05:13,13:26,Morning,0,0,0.96,0.0,8.22,Regular
1102,Rohan Sharma,101,2023-02-16,07:56,18:25,Full,0,0,0.95,0.0,10.48,Regular
1077,Neha Sharma,105,2023-02-16,06:21,13:54,Morning,0,0,0.97,0.5,7.55,Regular
1005,Amit Verma,101,2023-09-27,06:52,12:28,Morning,0,0,0.97,0.0,5.6,Regular
1117,Deepak Verma,102,2023-11-06,15:16,23:37,Evening,0,1,0.85,0.0,8.35,Irregular
1001,Rohan Gupta,102,2023-07-31,14:49,23:45,Evening,0,0,0.96,0.5,8.93,Regular
1014,Priya Gupta,105,2023-02-03,07:26,13:13,Morning,0,0,0.96,0.0,5.78,Regular
1020,Deepak Nair,105,2023-01-07,14:23,23:05,Evening,0,2,0.93,0.0,8.7,Irregular
1074,Neha Sharma,103,2023-11-13,07:11,13:26,Morning,0,0,0.99,0.0,6.25,Regular
1109,Neha Rao,105,2023-09-02,15:35,23:24,Evening,0,0,0.96,0.0,7.82,Regular
1005,Rohan Singh,103,2023-09-11,05:48,13:12,Morning,0,0,0.98,0.0,7.4,Regular
1046,Rohan Sharma,105,2023-08-08,14:57,23:39,Evening,0,0,0.99,0.5,8.7,Regular
1014,Pooja Rao,105,2023-01-03,06:34,17:12,Full,0,0,0.95,0.0,10.63,Regular
1075,Amit Sharma,102,2023-11-11,07:12,18:48,Full,0,0,1.0,1.5,11.6,Regular
1097,Pooja Rao,104,2023-08-18,15:55,23:03,Evening,0,2,0.95,0.0,7.13,Irregular
1032,Vikram Rao,104,2023-01-09,05:22,12:54,Morning,0,0,0.96,0.0,7.53,Regular
1126,Rajesh Kumar,103,2023-02-17,05:37,18:49,Full,0,0,0.99,0.5,13.2,Regular
1014,Priya Kumar,102,2023-09-11,15:11,22:12,Evening,0,0,0.98,0.0,7.02,Regular
